NIKTO-ID,PLUGIN-CATEGORY,NIST-ID,OSVDB
600570,db_outdated, SI-2,0
600571,db_outdated, SI-2,0
600572,db_outdated, SI-2,0
600573,db_outdated, SI-2,0
600574,db_outdated, SI-2,0
600575,db_outdated, SI-2,0
600576,db_outdated, SI-2,0
600577,db_outdated, SI-2,0
600578,db_outdated, SI-2,0
600579,db_outdated, SI-2,0
600580,db_outdated, SI-2,0
600581,db_outdated, SI-2,0
600582,db_outdated, SI-2,0
600583,db_outdated, SI-2,0
600584,db_outdated, SI-2,0
600585,db_outdated, SI-2,0
600586,db_outdated, SI-2,0
600587,db_outdated, SI-2,0
600588,db_outdated, SI-2,0
600589,db_outdated, SI-2,0
600590,db_outdated, SI-2,0
600591,db_outdated, SI-2,0
600592,db_outdated, SI-2,0
600593,db_outdated, SI-2,0
600594,db_outdated, SI-2,0
600595,db_outdated, SI-2,0
600596,db_outdated, SI-2,0
600597,db_outdated, SI-2,0
600598,db_outdated, SI-2,0
600599,db_outdated, SI-2,0
600600,db_outdated, SI-2,0
600601,db_outdated, SI-2,0
600602,db_outdated, SI-2,0
600603,db_outdated, SI-2,0
600604,db_outdated, SI-2,0
600605,db_outdated, SI-2,0
600606,db_outdated, SI-2,0
600607,db_outdated, SI-2,0
600608,db_outdated, SI-2,0
